Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_23_131,VPWR,li1,63.7100,65.2800,1.800000
FILLER_23_128,VPWR,li1,62.3300,65.2800,1.800000
FILLER_23_125,VPWR,li1,60.9500,65.2800,1.800000
FILLER_23_122,VPWR,li1,59.5700,65.2800,1.800000
FILLER_23_119,VPWR,li1,58.1900,65.2800,1.800000
FILLER_23_116,VPWR,li1,56.8100,65.2800,1.800000
FILLER_23_113,VPWR,li1,55.4300,65.2800,1.800000
FILLER_23_111,VPWR,li1,54.0500,65.2800,1.800000
FILLER_23_108,VPWR,li1,53.1300,65.2800,1.800000
FILLER_23_105,VPWR,li1,51.7500,65.2800,1.800000
FILLER_23_102,VPWR,li1,50.3700,65.2800,1.800000
FILLER_23_99,VPWR,li1,48.9900,65.2800,1.800000
FILLER_23_96,VPWR,li1,47.6100,65.2800,1.800000
FILLER_23_93,VPWR,li1,46.2300,65.2800,1.800000
FILLER_23_90,VPWR,li1,44.8500,65.2800,1.800000
FILLER_23_87,VPWR,li1,43.4700,65.2800,1.800000
FILLER_23_84,VPWR,li1,42.0900,65.2800,1.800000
FILLER_23_81,VPWR,li1,40.7100,65.2800,1.800000
FILLER_23_78,VPWR,li1,39.3300,65.2800,1.800000
FILLER_23_75,VPWR,li1,37.9500,65.2800,1.800000
FILLER_23_72,VPWR,li1,36.5700,65.2800,1.800000
FILLER_23_69,VPWR,li1,35.1900,65.2800,1.800000
FILLER_23_66,VPWR,li1,33.8100,65.2800,1.800000
FILLER_23_63,VPWR,li1,32.4300,65.2800,1.800000
FILLER_23_60,VPWR,li1,31.0500,65.2800,1.800000
FILLER_23_57,VPWR,li1,29.6700,65.2800,1.800000
FILLER_23_54,VPWR,li1,28.0600,65.2800,1.800000
FILLER_23_51,VPWR,li1,26.9100,65.2800,1.800000
FILLER_23_48,VPWR,li1,25.5300,65.2800,1.800000
FILLER_23_45,VPWR,li1,24.1500,65.2800,1.800000
FILLER_23_42,VPWR,li1,22.7700,65.2800,1.800000
FILLER_23_39,VPWR,li1,21.3900,65.2800,1.800000
FILLER_23_36,VPWR,li1,20.0100,65.2800,1.800000
FILLER_23_33,VPWR,li1,18.6300,65.2800,1.800000
FILLER_23_30,VPWR,li1,17.2500,65.2800,1.800000
FILLER_23_27,VPWR,li1,15.8700,65.2800,1.800000
FILLER_23_24,VPWR,li1,14.4900,65.2800,1.800000
FILLER_23_21,VPWR,li1,13.1100,65.2800,1.800000
FILLER_23_18,VPWR,li1,11.7300,65.2800,1.800000
FILLER_23_15,VPWR,li1,10.3500,65.2800,1.800000
FILLER_23_12,VPWR,li1,8.9700,65.2800,1.800000
FILLER_23_9,VPWR,li1,7.5900,65.2800,1.800000
FILLER_23_6,VPWR,li1,6.2100,65.2800,1.800000
FILLER_23_3,VPWR,li1,4.8300,65.2800,1.800000
FILLER_22_330,VPWR,li1,155.0200,65.2800,1.800000
FILLER_22_327,VPWR,li1,153.8700,65.2800,1.800000
FILLER_22_324,VPWR,li1,152.4900,65.2800,1.800000
FILLER_22_321,VPWR,li1,151.1100,65.2800,1.800000
FILLER_22_318,VPWR,li1,149.7300,65.2800,1.800000
FILLER_22_315,VPWR,li1,148.3500,65.2800,1.800000
FILLER_22_312,VPWR,li1,146.9700,65.2800,1.800000
FILLER_22_309,VPWR,li1,145.5900,65.2800,1.800000
FILLER_22_307,VPWR,li1,144.2100,65.2800,1.800000
FILLER_22_304,VPWR,li1,143.2900,65.2800,1.800000
FILLER_22_301,VPWR,li1,141.9100,65.2800,1.800000
FILLER_22_298,VPWR,li1,140.5300,65.2800,1.800000
FILLER_22_295,VPWR,li1,139.1500,65.2800,1.800000
FILLER_22_292,VPWR,li1,137.7700,65.2800,1.800000
FILLER_22_289,VPWR,li1,136.3900,65.2800,1.800000
FILLER_22_286,VPWR,li1,135.0100,65.2800,1.800000
FILLER_22_283,VPWR,li1,133.6300,65.2800,1.800000
FILLER_22_280,VPWR,li1,132.2500,65.2800,1.800000
FILLER_22_277,VPWR,li1,130.8700,65.2800,1.800000
FILLER_22_274,VPWR,li1,129.4900,65.2800,1.800000
FILLER_22_271,VPWR,li1,128.1100,65.2800,1.800000
FILLER_22_268,VPWR,li1,126.7300,65.2800,1.800000
FILLER_22_265,VPWR,li1,125.3500,65.2800,1.800000
FILLER_22_262,VPWR,li1,123.9700,65.2800,1.800000
FILLER_22_259,VPWR,li1,122.5900,65.2800,1.800000
FILLER_22_256,VPWR,li1,121.2100,65.2800,1.800000
FILLER_22_253,VPWR,li1,119.8300,65.2800,1.800000
FILLER_22_251,VPWR,li1,118.4500,65.2800,1.800000
FILLER_22_248,VPWR,li1,117.5300,65.2800,1.800000
FILLER_22_245,VPWR,li1,116.1500,65.2800,1.800000
FILLER_22_242,VPWR,li1,114.7700,65.2800,1.800000
FILLER_22_239,VPWR,li1,113.3900,65.2800,1.800000
FILLER_22_236,VPWR,li1,112.0100,65.2800,1.800000
FILLER_22_233,VPWR,li1,110.6300,65.2800,1.800000
FILLER_22_230,VPWR,li1,109.2500,65.2800,1.800000
FILLER_22_227,VPWR,li1,107.8700,65.2800,1.800000
FILLER_22_224,VPWR,li1,106.4900,65.2800,1.800000
FILLER_22_221,VPWR,li1,105.1100,65.2800,1.800000
FILLER_22_218,VPWR,li1,103.7300,65.2800,1.800000
FILLER_22_215,VPWR,li1,102.3500,65.2800,1.800000
FILLER_22_212,VPWR,li1,100.9700,65.2800,1.800000
FILLER_22_209,VPWR,li1,99.5900,65.2800,1.800000
FILLER_22_206,VPWR,li1,98.2100,65.2800,1.800000
FILLER_22_203,VPWR,li1,96.8300,65.2800,1.800000
FILLER_22_200,VPWR,li1,95.4500,65.2800,1.800000
FILLER_22_197,VPWR,li1,94.0700,65.2800,1.800000
FILLER_22_195,VPWR,li1,92.6900,65.2800,1.800000
FILLER_22_192,VPWR,li1,91.7700,65.2800,1.800000
FILLER_22_189,VPWR,li1,90.3900,65.2800,1.800000
FILLER_22_186,VPWR,li1,89.0100,65.2800,1.800000
FILLER_22_183,VPWR,li1,87.6300,65.2800,1.800000
FILLER_22_180,VPWR,li1,86.2500,65.2800,1.800000
FILLER_22_177,VPWR,li1,84.8700,65.2800,1.800000
FILLER_22_174,VPWR,li1,83.4900,65.2800,1.800000
FILLER_22_171,VPWR,li1,82.1100,65.2800,1.800000
FILLER_22_168,VPWR,li1,80.7300,65.2800,1.800000
FILLER_22_165,VPWR,li1,79.3500,65.2800,1.800000
FILLER_22_162,VPWR,li1,77.9700,65.2800,1.800000
FILLER_22_159,VPWR,li1,76.5900,65.2800,1.800000
FILLER_22_156,VPWR,li1,75.2100,65.2800,1.800000
FILLER_22_153,VPWR,li1,73.8300,65.2800,1.800000
FILLER_22_150,VPWR,li1,72.4500,65.2800,1.800000
FILLER_22_147,VPWR,li1,71.0700,65.2800,1.800000
FILLER_22_144,VPWR,li1,69.6900,65.2800,1.800000
FILLER_22_141,VPWR,li1,68.3100,65.2800,1.800000
FILLER_22_139,VPWR,li1,66.9300,65.2800,1.800000
FILLER_22_136,VPWR,li1,66.0100,65.2800,1.800000
FILLER_22_133,VPWR,li1,64.6300,65.2800,1.800000
FILLER_22_130,VPWR,li1,63.2500,65.2800,1.800000
FILLER_22_127,VPWR,li1,61.8700,65.2800,1.800000
FILLER_22_124,VPWR,li1,60.4900,65.2800,1.800000
FILLER_22_121,VPWR,li1,59.1100,65.2800,1.800000
FILLER_22_118,VPWR,li1,57.7300,65.2800,1.800000
FILLER_22_115,VPWR,li1,56.3500,65.2800,1.800000
FILLER_22_112,VPWR,li1,54.9700,65.2800,1.800000
FILLER_22_109,VPWR,li1,53.5900,65.2800,1.800000
FILLER_22_106,VPWR,li1,52.2100,65.2800,1.800000
FILLER_22_103,VPWR,li1,50.8300,65.2800,1.800000
FILLER_22_100,VPWR,li1,49.4500,65.2800,1.800000
FILLER_22_97,VPWR,li1,48.0700,65.2800,1.800000
FILLER_22_94,VPWR,li1,46.6900,65.2800,1.800000
FILLER_22_91,VPWR,li1,45.3100,65.2800,1.800000
FILLER_22_88,VPWR,li1,43.9300,65.2800,1.800000
FILLER_22_85,VPWR,li1,42.5500,65.2800,1.800000
FILLER_22_83,VPWR,li1,41.1700,65.2800,1.800000
FILLER_22_80,VPWR,li1,40.2500,65.2800,1.800000
FILLER_22_77,VPWR,li1,38.8700,65.2800,1.800000
FILLER_22_74,VPWR,li1,37.4900,65.2800,1.800000
FILLER_22_71,VPWR,li1,36.1100,65.2800,1.800000
FILLER_22_68,VPWR,li1,34.7300,65.2800,1.800000
FILLER_22_65,VPWR,li1,33.3500,65.2800,1.800000
FILLER_22_62,VPWR,li1,31.9700,65.2800,1.800000
FILLER_22_59,VPWR,li1,30.5900,65.2800,1.800000
FILLER_22_56,VPWR,li1,29.2100,65.2800,1.800000
FILLER_22_53,VPWR,li1,27.8300,65.2800,1.800000
FILLER_22_50,VPWR,li1,26.4500,65.2800,1.800000
FILLER_22_47,VPWR,li1,25.0700,65.2800,1.800000
FILLER_22_44,VPWR,li1,23.6900,65.2800,1.800000
FILLER_22_41,VPWR,li1,22.3100,65.2800,1.800000
FILLER_22_38,VPWR,li1,20.9300,65.2800,1.800000
FILLER_22_35,VPWR,li1,19.5500,65.2800,1.800000
FILLER_22_32,VPWR,li1,18.1700,65.2800,1.800000
FILLER_22_29,VPWR,li1,16.7900,65.2800,1.800000
FILLER_22_27,VPWR,li1,15.4100,65.2800,1.800000
FILLER_22_24,VPWR,li1,14.4900,65.2800,1.800000
FILLER_22_21,VPWR,li1,13.1100,65.2800,1.800000
FILLER_22_18,VPWR,li1,11.7300,65.2800,1.800000
FILLER_22_15,VPWR,li1,10.3500,65.2800,1.800000
FILLER_22_12,VPWR,li1,8.9700,65.2800,1.800000
FILLER_22_9,VPWR,li1,7.5900,65.2800,1.800000
FILLER_22_6,VPWR,li1,6.2100,65.2800,1.800000
FILLER_22_3,VPWR,li1,4.8300,65.2800,1.800000
FILLER_21_329,VPWR,li1,154.7900,59.8400,1.799999
FILLER_21_326,VPWR,li1,153.4100,59.8400,1.799999
FILLER_21_323,VPWR,li1,152.0300,59.8400,1.799999
FILLER_21_320,VPWR,li1,150.6500,59.8400,1.799999
FILLER_21_317,VPWR,li1,149.2700,59.8400,1.799999
FILLER_21_314,VPWR,li1,147.8900,59.8400,1.799999
FILLER_21_311,VPWR,li1,146.5100,59.8400,1.799999
FILLER_21_308,VPWR,li1,145.1300,59.8400,1.799999
FILLER_21_305,VPWR,li1,143.7500,59.8400,1.799999
FILLER_21_302,VPWR,li1,142.3700,59.8400,1.799999
FILLER_21_299,VPWR,li1,140.9900,59.8400,1.799999
FILLER_21_296,VPWR,li1,139.6100,59.8400,1.799999
FILLER_21_293,VPWR,li1,138.2300,59.8400,1.799999
FILLER_21_290,VPWR,li1,136.8500,59.8400,1.799999
FILLER_21_287,VPWR,li1,135.4700,59.8400,1.799999
FILLER_21_284,VPWR,li1,134.0900,59.8400,1.799999
FILLER_21_281,VPWR,li1,132.7100,59.8400,1.799999
FILLER_21_279,VPWR,li1,131.3300,59.8400,1.799998
FILLER_21_276,VPWR,li1,130.4100,59.8400,1.799998
FILLER_21_273,VPWR,li1,129.0300,59.8400,1.799998
FILLER_21_270,VPWR,li1,127.6500,59.8400,1.799998
FILLER_21_267,VPWR,li1,126.2700,59.8400,1.799998
FILLER_21_264,VPWR,li1,124.8900,59.8400,1.799998
FILLER_21_261,VPWR,li1,123.5100,59.8400,1.799997
FILLER_21_258,VPWR,li1,122.1300,59.8400,1.799997
FILLER_21_255,VPWR,li1,120.7500,59.8400,1.799997
FILLER_21_252,VPWR,li1,119.3700,59.8400,1.799997
FILLER_21_249,VPWR,li1,117.9900,59.8400,1.799997
FILLER_21_246,VPWR,li1,116.6100,59.8400,1.799996
FILLER_21_243,VPWR,li1,115.2300,59.8400,1.799996
FILLER_21_240,VPWR,li1,113.8500,59.8400,1.799996
FILLER_21_237,VPWR,li1,112.4700,59.8400,1.799996
FILLER_21_234,VPWR,li1,111.0900,59.8400,1.799996
FILLER_21_231,VPWR,li1,109.7100,59.8400,1.799996
FILLER_21_228,VPWR,li1,108.3300,59.8400,1.799996
FILLER_21_225,VPWR,li1,106.9500,59.8400,1.799996
FILLER_21_223,VPWR,li1,105.5700,59.8400,1.799996
FILLER_21_220,VPWR,li1,104.6500,59.8400,1.799997
FILLER_21_217,VPWR,li1,103.2700,59.8400,1.799997
FILLER_21_214,VPWR,li1,101.8900,59.8400,1.799997
FILLER_21_211,VPWR,li1,100.5100,59.8400,1.799997
FILLER_21_208,VPWR,li1,99.1300,59.8400,1.799998
FILLER_21_205,VPWR,li1,97.7500,59.8400,1.799998
FILLER_21_202,VPWR,li1,96.3700,59.8400,1.799998
FILLER_21_199,VPWR,li1,94.9900,59.8400,1.799998
FILLER_21_196,VPWR,li1,93.6100,59.8400,1.799998
FILLER_21_193,VPWR,li1,92.2300,59.8400,1.799998
FILLER_21_190,VPWR,li1,90.8500,59.8400,1.799998
FILLER_21_187,VPWR,li1,89.4700,59.8400,1.799998
FILLER_21_184,VPWR,li1,88.0900,59.8400,1.799999
FILLER_21_181,VPWR,li1,86.7100,59.8400,1.799999
FILLER_21_178,VPWR,li1,85.3300,59.8400,1.799999
FILLER_21_175,VPWR,li1,83.9500,59.8400,1.799999
FILLER_21_172,VPWR,li1,82.5700,59.8400,1.799999
FILLER_21_169,VPWR,li1,81.1900,59.8400,1.799999
FILLER_21_167,VPWR,li1,79.8100,59.8400,1.799999
FILLER_21_164,VPWR,li1,78.8900,59.8400,1.799999
FILLER_21_161,VPWR,li1,77.5100,59.8400,1.799999
FILLER_21_158,VPWR,li1,76.1300,59.8400,1.799999
FILLER_21_155,VPWR,li1,74.7500,59.8400,1.799999
FILLER_21_152,VPWR,li1,73.3700,59.8400,1.799999
FILLER_21_149,VPWR,li1,71.9900,59.8400,1.799999
FILLER_21_146,VPWR,li1,70.6100,59.8400,1.799999
FILLER_21_143,VPWR,li1,69.2300,59.8400,1.799999
FILLER_21_140,VPWR,li1,67.8500,59.8400,1.799999
FILLER_21_137,VPWR,li1,66.4700,59.8400,1.799999
FILLER_21_134,VPWR,li1,65.0900,59.8400,1.799999
FILLER_21_131,VPWR,li1,63.7100,59.8400,1.799999
FILLER_21_128,VPWR,li1,62.3300,59.8400,1.800000
FILLER_21_125,VPWR,li1,60.9500,59.8400,1.800000
FILLER_21_122,VPWR,li1,59.5700,59.8400,1.800000
FILLER_21_119,VPWR,li1,58.1900,59.8400,1.800000
FILLER_21_116,VPWR,li1,56.8100,59.8400,1.800000
FILLER_21_113,VPWR,li1,55.4300,59.8400,1.800000
FILLER_21_111,VPWR,li1,54.0500,59.8400,1.800000
FILLER_21_108,VPWR,li1,53.1300,59.8400,1.800000
FILLER_21_105,VPWR,li1,51.7500,59.8400,1.800000
FILLER_21_102,VPWR,li1,50.3700,59.8400,1.800000
FILLER_21_99,VPWR,li1,48.9900,59.8400,1.800000
FILLER_21_96,VPWR,li1,47.6100,59.8400,1.800000
FILLER_21_93,VPWR,li1,46.2300,59.8400,1.800000
FILLER_21_90,VPWR,li1,44.8500,59.8400,1.800000
FILLER_21_87,VPWR,li1,43.4700,59.8400,1.800000
FILLER_21_84,VPWR,li1,42.0900,59.8400,1.800000
FILLER_21_81,VPWR,li1,40.7100,59.8400,1.800000
FILLER_21_78,VPWR,li1,39.3300,59.8400,1.800000
FILLER_21_75,VPWR,li1,37.9500,59.8400,1.800000
FILLER_21_72,VPWR,li1,36.5700,59.8400,1.800000
FILLER_21_69,VPWR,li1,35.1900,59.8400,1.800000
FILLER_21_66,VPWR,li1,33.8100,59.8400,1.800000
FILLER_21_63,VPWR,li1,32.4300,59.8400,1.800000
FILLER_21_60,VPWR,li1,31.0500,59.8400,1.800000
FILLER_21_57,VPWR,li1,29.6700,59.8400,1.800000
FILLER_21_54,VPWR,li1,28.0600,59.8400,1.800000
FILLER_21_51,VPWR,li1,26.9100,59.8400,1.800000
FILLER_21_48,VPWR,li1,25.5300,59.8400,1.800000
FILLER_21_45,VPWR,li1,24.1500,59.8400,1.800000
FILLER_21_42,VPWR,li1,22.7700,59.8400,1.800000
FILLER_21_39,VPWR,li1,21.3900,59.8400,1.800000
FILLER_21_36,VPWR,li1,20.0100,59.8400,1.800000
FILLER_21_33,VPWR,li1,18.6300,59.8400,1.800000
FILLER_21_30,VPWR,li1,17.2500,59.8400,1.800000
FILLER_21_27,VPWR,li1,15.8700,59.8400,1.800000
FILLER_21_24,VPWR,li1,14.4900,59.8400,1.800000
FILLER_21_21,VPWR,li1,13.1100,59.8400,1.800000
FILLER_21_18,VPWR,li1,11.7300,59.8400,1.800000
FILLER_21_15,VPWR,li1,10.3500,59.8400,1.800000
FILLER_21_12,VPWR,li1,8.9700,59.8400,1.800000
FILLER_21_9,VPWR,li1,7.5900,59.8400,1.800000
FILLER_21_6,VPWR,li1,6.2100,59.8400,1.800000
FILLER_21_3,VPWR,li1,4.8300,59.8400,1.800000
FILLER_20_330,VPWR,li1,155.0200,59.8400,1.799999
FILLER_20_327,VPWR,li1,153.8700,59.8400,1.799999
FILLER_20_324,VPWR,li1,152.4900,59.8400,1.799999
FILLER_20_321,VPWR,li1,151.1100,59.8400,1.799999
FILLER_20_318,VPWR,li1,149.7300,59.8400,1.799999
FILLER_20_315,VPWR,li1,148.3500,59.8400,1.799999
FILLER_20_312,VPWR,li1,146.9700,59.8400,1.799999
FILLER_20_309,VPWR,li1,145.5900,59.8400,1.799999
FILLER_20_307,VPWR,li1,144.2100,59.8400,1.799999
FILLER_20_304,VPWR,li1,143.2900,59.8400,1.799999
FILLER_20_301,VPWR,li1,141.9100,59.8400,1.799999
FILLER_20_298,VPWR,li1,140.5300,59.8400,1.799999
FILLER_20_295,VPWR,li1,139.1500,59.8400,1.799999
FILLER_20_292,VPWR,li1,137.7700,59.8400,1.799999
FILLER_20_289,VPWR,li1,136.3900,59.8400,1.799999
FILLER_20_286,VPWR,li1,135.0100,59.8400,1.799999
FILLER_20_283,VPWR,li1,133.6300,59.8400,1.799999
FILLER_20_280,VPWR,li1,132.2500,59.8400,1.799999
FILLER_20_277,VPWR,li1,130.8700,59.8400,1.799998
FILLER_20_274,VPWR,li1,129.4900,59.8400,1.799998
FILLER_20_271,VPWR,li1,128.1100,59.8400,1.799998
FILLER_20_268,VPWR,li1,126.7300,59.8400,1.799998
FILLER_20_265,VPWR,li1,125.3500,59.8400,1.799998
FILLER_20_262,VPWR,li1,123.9700,59.8400,1.799998
FILLER_20_259,VPWR,li1,122.5900,59.8400,1.799997
FILLER_20_256,VPWR,li1,121.2100,59.8400,1.799997
FILLER_20_253,VPWR,li1,119.8300,59.8400,1.799997
FILLER_20_250,VPWR,li1,118.2200,59.8400,1.799997
FILLER_20_247,VPWR,li1,117.0700,59.8400,1.799996
FILLER_20_244,VPWR,li1,115.6900,59.8400,1.799996
FILLER_20_241,VPWR,li1,114.3100,59.8400,1.799996
FILLER_20_218,VPWR,li1,103.7300,59.8400,1.799997
FILLER_20_215,VPWR,li1,102.3500,59.8400,1.799997
FILLER_20_212,VPWR,li1,100.9700,59.8400,1.799997
FILLER_20_209,VPWR,li1,99.5900,59.8400,1.799997
FILLER_20_206,VPWR,li1,98.2100,59.8400,1.799998
FILLER_20_203,VPWR,li1,96.8300,59.8400,1.799998
FILLER_20_200,VPWR,li1,95.4500,59.8400,1.799998
FILLER_20_197,VPWR,li1,94.0700,59.8400,1.799998
FILLER_20_195,VPWR,li1,92.6900,59.8400,1.799998
FILLER_20_192,VPWR,li1,91.7700,59.8400,1.799998
FILLER_20_189,VPWR,li1,90.3900,59.8400,1.799998
FILLER_20_183,VPWR,li1,87.4000,59.8400,1.799999
FILLER_20_180,VPWR,li1,86.2500,59.8400,1.799999
FILLER_20_177,VPWR,li1,84.8700,59.8400,1.799999
FILLER_20_174,VPWR,li1,83.4900,59.8400,1.799999
FILLER_20_171,VPWR,li1,82.1100,59.8400,1.799999
FILLER_20_168,VPWR,li1,80.7300,59.8400,1.799999
FILLER_20_165,VPWR,li1,79.3500,59.8400,1.799999
FILLER_20_162,VPWR,li1,77.9700,59.8400,1.799999
FILLER_20_159,VPWR,li1,76.5900,59.8400,1.799999
FILLER_20_156,VPWR,li1,75.2100,59.8400,1.799999
FILLER_20_153,VPWR,li1,73.8300,59.8400,1.799999
FILLER_20_150,VPWR,li1,72.4500,59.8400,1.799999
FILLER_20_147,VPWR,li1,71.0700,59.8400,1.799999
FILLER_20_144,VPWR,li1,69.6900,59.8400,1.799999
FILLER_20_141,VPWR,li1,68.3100,59.8400,1.799999
FILLER_20_133,VPWR,li1,64.4000,59.8400,1.799999
FILLER_20_130,VPWR,li1,63.2500,59.8400,1.799999
FILLER_20_127,VPWR,li1,61.8700,59.8400,1.800000
FILLER_20_124,VPWR,li1,60.4900,59.8400,1.800000
FILLER_20_121,VPWR,li1,59.1100,59.8400,1.800000
FILLER_20_118,VPWR,li1,57.7300,59.8400,1.800000
FILLER_20_115,VPWR,li1,56.3500,59.8400,1.800000
FILLER_20_112,VPWR,li1,54.9700,59.8400,1.800000
FILLER_20_109,VPWR,li1,53.5900,59.8400,1.800000
FILLER_20_106,VPWR,li1,52.2100,59.8400,1.800000
FILLER_20_103,VPWR,li1,50.8300,59.8400,1.800000
FILLER_20_100,VPWR,li1,49.4500,59.8400,1.800000
FILLER_20_97,VPWR,li1,48.0700,59.8400,1.800000
FILLER_20_94,VPWR,li1,46.6900,59.8400,1.800000
FILLER_20_91,VPWR,li1,45.3100,59.8400,1.800000
FILLER_20_88,VPWR,li1,43.9300,59.8400,1.800000
FILLER_20_85,VPWR,li1,42.5500,59.8400,1.800000
FILLER_20_83,VPWR,li1,41.1700,59.8400,1.800000
FILLER_20_80,VPWR,li1,40.2500,59.8400,1.800000
FILLER_20_77,VPWR,li1,38.8700,59.8400,1.800000
FILLER_20_74,VPWR,li1,37.4900,59.8400,1.800000
FILLER_20_71,VPWR,li1,36.1100,59.8400,1.800000
FILLER_20_68,VPWR,li1,34.7300,59.8400,1.800000
FILLER_20_65,VPWR,li1,33.3500,59.8400,1.800000
FILLER_20_62,VPWR,li1,31.9700,59.8400,1.800000
FILLER_20_59,VPWR,li1,30.5900,59.8400,1.800000
FILLER_20_56,VPWR,li1,29.2100,59.8400,1.800000
FILLER_20_53,VPWR,li1,27.8300,59.8400,1.800000
FILLER_20_50,VPWR,li1,26.4500,59.8400,1.800000
FILLER_20_47,VPWR,li1,25.0700,59.8400,1.800000
FILLER_20_44,VPWR,li1,23.6900,59.8400,1.800000
FILLER_20_41,VPWR,li1,22.3100,59.8400,1.800000
FILLER_20_38,VPWR,li1,20.9300,59.8400,1.800000
FILLER_20_35,VPWR,li1,19.5500,59.8400,1.800000
FILLER_20_32,VPWR,li1,18.1700,59.8400,1.800000
FILLER_20_29,VPWR,li1,16.7900,59.8400,1.800000
FILLER_20_27,VPWR,li1,15.4100,59.8400,1.800000
FILLER_20_24,VPWR,li1,14.4900,59.8400,1.800000
FILLER_20_21,VPWR,li1,13.1100,59.8400,1.800000
FILLER_20_18,VPWR,li1,11.7300,59.8400,1.800000
FILLER_20_15,VPWR,li1,10.3500,59.8400,1.800000
FILLER_20_12,VPWR,li1,8.9700,59.8400,1.800000
FILLER_20_9,VPWR,li1,7.5900,59.8400,1.800000
FILLER_20_6,VPWR,li1,6.2100,59.8400,1.800000
FILLER_19_331,VPWR,li1,155.2500,54.4000,1.799995
FILLER_19_328,VPWR,li1,154.3300,54.4000,1.799995
FILLER_19_325,VPWR,li1,152.9500,54.4000,1.799995
FILLER_19_322,VPWR,li1,151.5700,54.4000,1.799995
FILLER_19_319,VPWR,li1,150.1900,54.4000,1.799995
FILLER_19_311,VPWR,li1,146.0500,54.4000,1.799995
FILLER_19_308,VPWR,li1,145.1300,54.4000,1.799995
FILLER_19_305,VPWR,li1,143.7500,54.4000,1.799995
FILLER_19_302,VPWR,li1,142.3700,54.4000,1.799995
FILLER_19_299,VPWR,li1,140.9900,54.4000,1.799995
FILLER_19_296,VPWR,li1,139.6100,54.4000,1.799995
FILLER_19_293,VPWR,li1,138.2300,54.4000,1.799995
FILLER_19_290,VPWR,li1,136.8500,54.4000,1.799995
FILLER_19_287,VPWR,li1,135.4700,54.4000,1.799996
FILLER_19_284,VPWR,li1,134.0900,54.4000,1.799996
FILLER_19_281,VPWR,li1,132.7100,54.4000,1.799994
FILLER_19_279,VPWR,li1,131.3300,54.4000,1.799994
FILLER_19_276,VPWR,li1,130.4100,54.4000,1.799993
FILLER_19_273,VPWR,li1,129.0300,54.4000,1.799993
FILLER_19_270,VPWR,li1,127.6500,54.4000,1.799993
FILLER_19_267,VPWR,li1,126.2700,54.4000,1.799992
FILLER_19_264,VPWR,li1,124.8900,54.4000,1.799992
FILLER_19_261,VPWR,li1,123.5100,54.4000,1.799991
FILLER_19_258,VPWR,li1,122.1300,54.4000,1.799990
FILLER_19_255,VPWR,li1,120.7500,54.4000,1.799990
FILLER_19_252,VPWR,li1,119.3700,54.4000,1.799989
FILLER_19_249,VPWR,li1,117.9900,54.4000,1.799988
FILLER_19_246,VPWR,li1,116.6100,54.4000,1.799988
FILLER_19_212,VPWR,li1,100.9700,54.4000,1.799989
FILLER_19_209,VPWR,li1,99.5900,54.4000,1.799989
FILLER_19_206,VPWR,li1,98.2100,54.4000,1.799990
FILLER_19_179,VPWR,li1,85.5600,54.4000,1.799986
FILLER_19_176,VPWR,li1,84.4100,54.4000,1.799986
FILLER_19_173,VPWR,li1,83.0300,54.4000,1.799985
FILLER_19_166,VPWR,li1,79.5800,54.4000,1.799985
FILLER_19_163,VPWR,li1,78.4300,54.4000,1.799985
FILLER_19_160,VPWR,li1,77.0500,54.4000,1.799985
FILLER_19_157,VPWR,li1,75.6700,54.4000,1.799985
FILLER_19_154,VPWR,li1,74.2900,54.4000,1.799985
FILLER_19_151,VPWR,li1,72.9100,54.4000,1.799985
FILLER_19_127,VPWR,li1,61.4100,54.4000,1.799990
FILLER_19_124,VPWR,li1,60.4900,54.4000,1.799990
FILLER_19_111,VPWR,li1,54.0500,54.4000,1.799992
FILLER_19_108,VPWR,li1,53.1300,54.4000,1.799992
FILLER_19_105,VPWR,li1,51.7500,54.4000,1.799992
FILLER_19_102,VPWR,li1,50.3700,54.4000,1.799993
FILLER_19_99,VPWR,li1,48.9900,54.4000,1.799993
FILLER_19_96,VPWR,li1,47.6100,54.4000,1.799993
FILLER_19_93,VPWR,li1,46.2300,54.4000,1.799993
FILLER_19_90,VPWR,li1,44.8500,54.4000,1.799993
FILLER_19_87,VPWR,li1,43.4700,54.4000,1.799994
FILLER_19_84,VPWR,li1,42.0900,54.4000,1.799994
FILLER_19_81,VPWR,li1,40.7100,54.4000,1.799994
FILLER_19_78,VPWR,li1,39.3300,54.4000,1.799995
FILLER_19_75,VPWR,li1,37.9500,54.4000,1.799995
FILLER_19_72,VPWR,li1,36.5700,54.4000,1.799995
FILLER_19_69,VPWR,li1,35.1900,54.4000,1.799995
FILLER_19_66,VPWR,li1,33.8100,54.4000,1.799996
FILLER_19_63,VPWR,li1,32.4300,54.4000,1.799996
FILLER_19_60,VPWR,li1,31.0500,54.4000,1.799996
FILLER_19_57,VPWR,li1,29.6700,54.4000,1.799996
FILLER_19_54,VPWR,li1,28.0600,54.4000,1.799997
FILLER_19_51,VPWR,li1,26.9100,54.4000,1.799997
FILLER_19_48,VPWR,li1,25.5300,54.4000,1.799997
FILLER_19_45,VPWR,li1,24.1500,54.4000,1.799997
FILLER_19_42,VPWR,li1,22.7700,54.4000,1.799997
FILLER_19_39,VPWR,li1,21.3900,54.4000,1.799998
FILLER_19_36,VPWR,li1,20.0100,54.4000,1.799998
